-5.0000e+00     2.6806e+01  1.9157e-01  1.3732e-01  2.0101e-01 -2.7174e+01 -2.2203e-01 -1.4826e-01 -1.8312e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     4.0938e+01  3.0246e-01  2.1416e-01  2.9954e-01 -2.8731e+01 -2.5157e-01 -1.5238e-01 -2.2429e-01  2.8180e-01  2.0550e-03  1.4621e-03  2.0821e-03 -2.3255e-01 -1.9701e-03 -1.2506e-03 -1.6947e-03
-4.9833e+00     3.3219e+01  2.4444e-01  2.2343e-01  2.6330e-01 -4.0114e+01 -3.6594e-01 -2.3447e-01 -3.0941e-01  5.9027e-01  4.3300e-03  3.2824e-03  4.4234e-03 -5.1892e-01 -4.5387e-03 -2.8598e-03 -3.9148e-03
-4.9750e+00     2.7639e+01  2.7250e-01  2.1014e-01  2.4191e-01 -2.7681e+01 -2.5555e-01 -1.9141e-01 -2.2911e-01  8.4343e-01  6.4803e-03  5.0859e-03  6.5250e-03 -8.0093e-01 -7.1240e-03 -4.6313e-03 -6.1549e-03
-4.9667e+00     2.8804e+01  2.8332e-01  2.1599e-01  3.0366e-01 -2.3780e+01 -2.5094e-01 -1.6806e-01 -1.9932e-01  1.0782e+00  8.7924e-03  6.8585e-03  8.7944e-03 -1.0150e+00 -9.2309e-03 -6.1266e-03 -7.9371e-03
-4.9583e+00     2.8350e+01  2.3852e-01  2.0742e-01  3.2380e-01 -2.7023e+01 -3.8016e-01 -2.1611e-01 -2.8340e-01  1.3160e+00  1.0963e-02  8.6198e-03  1.1404e-02 -1.2263e+00 -1.1856e-02 -7.7247e-03 -9.9451e-03
-4.9500e+00     2.3508e+01  1.8720e-01  1.7311e-01  2.6740e-01 -2.7781e+01 -3.3811e-01 -2.1066e-01 -3.0067e-01  1.5317e+00  1.2734e-02  1.0203e-02  1.3864e-02 -1.4543e+00 -1.4844e-02 -9.4999e-03 -1.2375e-02
-4.9417e+00     1.8482e+01  1.4815e-01  1.4806e-01  2.1228e-01 -2.5720e+01 -2.5880e-01 -1.8298e-01 -2.7060e-01  1.7063e+00  1.4129e-02  1.1539e-02  1.5859e-02 -1.6768e+00 -1.7327e-02 -1.1137e-02 -1.4751e-02
-4.9333e+00     1.6975e+01  1.5286e-01  1.5038e-01  1.9300e-01 -2.0389e+01 -1.9450e-01 -1.5230e-01 -2.1184e-01  1.8538e+00  1.5381e-02  1.2780e-02  1.7545e-02 -1.8686e+00 -1.9213e-02 -1.2532e-02 -1.6758e-02
-4.9250e+00     1.6837e+01  1.6012e-01  1.6121e-01  1.7684e-01 -1.7057e+01 -1.6223e-01 -1.4185e-01 -1.7573e-01  1.9945e+00  1.6683e-02  1.4076e-02  1.9083e-02 -2.0244e+00 -2.0696e-02 -1.3756e-02 -1.8370e-02
-4.9167e+00     1.7226e+01  1.4881e-01  1.6182e-01  1.6480e-01 -1.6904e+01 -1.6741e-01 -1.5337e-01 -1.6705e-01  2.1362e+00  1.7968e-02  1.5420e-02  2.0504e-02 -2.1657e+00 -2.2068e-02 -1.4984e-02 -1.9796e-02
-4.9083e+00     2.8413e+01  2.8540e-01  2.2284e-01  2.3939e-01 -1.6517e+01 -1.5015e-01 -1.4924e-01 -1.5443e-01  2.3260e+00  1.9774e-02  1.7020e-02  2.2186e-02 -2.3047e+00 -2.3389e-02 -1.6242e-02 -2.1133e-02
