-5.0000e+00     1.7308e+01  1.4549e-01  1.3967e-01 -1.7308e+01 -1.4549e-01 -1.3967e-01  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     1.8254e+01  1.5362e-01  1.4372e-01 -1.8254e+01 -1.5362e-01 -1.4372e-01  1.4793e-01  1.2442e-03  1.1788e-03 -1.4793e-01 -1.2442e-03 -1.1788e-03
-4.9833e+00     2.1142e+01  1.7980e-01  1.4818e-01 -2.1142e+01 -1.7980e-01 -1.4818e-01  3.1180e-01  2.6312e-03  2.3931e-03 -3.1180e-01 -2.6312e-03 -2.3931e-03
-4.9750e+00     2.1450e+01  2.0023e-01  1.5233e-01 -2.1450e+01 -2.0023e-01 -1.5233e-01  4.8898e-01  4.2120e-03  3.6431e-03 -4.8898e-01 -4.2120e-03 -3.6431e-03
-4.9667e+00     2.1160e+01  2.1142e-01  1.5090e-01 -2.1160e+01 -2.1142e-01 -1.5090e-01  6.6622e-01  5.9244e-03  4.9045e-03 -6.6622e-01 -5.9244e-03 -4.9045e-03
-4.9583e+00     2.0996e+01  2.1896e-01  1.4720e-01 -2.0996e+01 -2.1896e-01 -1.4720e-01  8.4158e-01  7.7147e-03  6.1445e-03 -8.4158e-01 -7.7147e-03 -6.1445e-03
-4.9500e+00     2.1446e+01  1.9091e-01  1.5704e-01 -2.1446e+01 -1.9091e-01 -1.5704e-01  1.0181e+00  9.4197e-03  7.4100e-03 -1.0181e+00 -9.4197e-03 -7.4100e-03
-4.9417e+00     2.0725e+01  1.5704e-01  1.5972e-01 -2.0725e+01 -1.5704e-01 -1.5972e-01  1.1935e+00  1.0867e-02  8.7277e-03 -1.1935e+00 -1.0867e-02 -8.7277e-03
-4.9333e+00     1.7468e+01  1.2441e-01  1.4884e-01 -1.7468e+01 -1.2441e-01 -1.4884e-01  1.3524e+00  1.2038e-02  1.0011e-02 -1.3524e+00 -1.2038e-02 -1.0011e-02
-4.9250e+00     2.0431e+01  1.2120e-01  2.2190e-01 -2.0431e+01 -1.2120e-01 -2.2190e-01  1.5101e+00  1.3059e-02  1.1553e-02 -1.5101e+00 -1.3059e-02 -1.1553e-02
-4.9167e+00     2.5292e+01  1.3482e-01  2.7261e-01 -2.5292e+01 -1.3482e-01 -2.7260e-01  1.7003e+00  1.4124e-02  1.3610e-02 -1.7003e+00 -1.4124e-02 -1.3610e-02
-4.9083e+00     2.4885e+01  1.3676e-01  2.4167e-01 -2.4885e+01 -1.3676e-01 -2.4167e-01  1.9090e+00  1.5254e-02  1.5750e-02 -1.9090e+00 -1.5254e-02 -1.5750e-02
-4.9000e+00     2.3348e+01  1.4620e-01  1.9942e-01 -2.3348e+01 -1.4620e-01 -1.9942e-01  2.1096e+00  1.6431e-02  1.7584e-02 -2.1096e+00 -1.6431e-02 -1.7584e-02
-4.8917e+00     2.1651e+01  1.3869e-01  1.7017e-01 -2.1651e+01 -1.3869e-01 -1.7017e-01  2.2968e+00  1.7616e-02  1.9122e-02 -2.2968e+00 -1.7616e-02 -1.9122e-02
-4.8833e+00     2.2137e+01  1.4633e-01  1.6729e-01 -2.2137e+01 -1.4633e-01 -1.6729e-01  2.4790e+00  1.8802e-02  2.0526e-02 -2.4790e+00 -1.8802e-02 -2.0526e-02
-4.8750e+00     2.0701e+01  1.4328e-01  1.5184e-01 -2.0701e+01 -1.4328e-01 -1.5184e-01  2.6571e+00  2.0007e-02  2.1853e-02 -2.6571e+00 -2.0007e-02 -2.1853e-02
-4.8667e+00     1.8896e+01  1.3613e-01  1.3960e-01 -1.8896e+01 -1.3613e-01 -1.3960e-01  2.8219e+00  2.1169e-02  2.3065e-02 -2.8219e+00 -2.1169e-02 -2.3065e-02
-4.8583e+00     1.6615e+01  1.2514e-01  1.2309e-01 -1.6615e+01 -1.2514e-01 -1.2309e-01  2.9696e+00  2.2256e-02  2.4158e-02 -2.9696e+00 -2.2256e-02 -2.4158e-02
-4.8500e+00     1.5052e+01  1.1862e-01  1.1121e-01 -1.5052e+01 -1.1862e-01 -1.1121e-01  3.1013e+00  2.3270e-02  2.5133e-02 -3.1013e+00 -2.3270e-02 -2.5133e-02
-4.8417e+00     1.5553e+01  1.1861e-01  1.1978e-01 -1.5553e+01 -1.1861e-01 -1.1978e-01  3.2286e+00  2.4256e-02  2.6093e-02 -3.2286e+00 -2.4256e-02 -2.6093e-02
-4.8333e+00     1.9037e+01  1.7432e-01  1.2546e-01 -1.9037e+01 -1.7432e-01 -1.2546e-01  3.3725e+00  2.5475e-02  2.7114e-02 -3.3725e+00 -2.5475e-02 -2.7114e-02
-4.8250e+00     1.7825e+01  1.6957e-01  1.1945e-01 -1.7825e+01 -1.6957e-01 -1.1945e-01  3.5258e+00  2.6905e-02  2.8132e-02 -3.5258e+00 -2.6905e-02 -2.8132e-02
