-5.0000e+00     2.6806e+01  2.3845e-01  1.9157e-01  1.6918e-01  7.2729e-02 -2.7174e+01 -2.0792e-01 -2.2203e-01 -1.6166e-01 -8.3247e-02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     4.0938e+01  3.8756e-01  3.0246e-01  2.4611e-01  1.0518e-01 -2.8731e+01 -2.4412e-01 -2.5157e-01 -1.7940e-01 -1.0034e-01  2.8180e-01  2.6040e-03  2.0550e-03  1.7275e-03  7.4004e-04 -2.3255e-01 -1.8803e-03 -1.9701e-03 -1.4187e-03 -7.6366e-04
-4.9833e+00     3.3219e+01  3.3837e-01  2.4444e-01  2.6601e-01  8.7807e-02 -4.0114e+01 -3.6494e-01 -3.6594e-01 -2.5273e-01 -1.4174e-01  5.9027e-01  5.6237e-03  4.3300e-03  3.8578e-03  1.5428e-03 -5.1892e-01 -4.4139e-03 -4.5387e-03 -3.2163e-03 -1.7706e-03
-4.9750e+00     2.7639e+01  3.4011e-01  2.7250e-01  2.4692e-01  8.7050e-02 -2.7681e+01 -2.6358e-01 -2.5555e-01 -2.1292e-01 -9.1496e-02  8.4343e-01  8.4460e-03  6.4803e-03  5.9914e-03  2.2702e-03 -8.0093e-01 -7.0283e-03 -7.1240e-03 -5.1533e-03 -2.7408e-03
-4.9667e+00     2.8804e+01  4.2839e-01  2.8332e-01  2.9279e-01  1.2037e-01 -2.3780e+01 -2.5241e-01 -2.5094e-01 -2.0026e-01 -8.9046e-02  1.0782e+00  1.1643e-02  8.7924e-03  8.2365e-03  3.1330e-03 -1.0150e+00 -9.1747e-03 -9.2309e-03 -6.8720e-03 -3.4918e-03
-4.9583e+00     2.8350e+01  4.7152e-01  2.3852e-01  3.1813e-01  1.0125e-01 -2.7023e+01 -3.6137e-01 -3.8016e-01 -2.5199e-01 -1.2319e-01  1.3160e+00  1.5386e-02  1.0963e-02  1.0778e-02  4.0548e-03 -1.2263e+00 -1.1728e-02 -1.1856e-02 -8.7533e-03 -4.3747e-03
-4.9500e+00     2.3508e+01  4.2693e-01  1.8720e-01  2.7207e-01  8.6219e-02 -2.7781e+01 -4.0821e-01 -3.3811e-01 -2.9775e-01 -1.2371e-01  1.5317e+00  1.9123e-02  1.2734e-02  1.3233e-02  4.8346e-03 -1.4543e+00 -1.4929e-02 -1.4844e-02 -1.1040e-02 -5.4017e-03
-4.9417e+00     1.8482e+01  3.1532e-01  1.4815e-01  1.9066e-01  6.9504e-02 -2.5720e+01 -4.0869e-01 -2.5880e-01 -3.1033e-01 -1.0940e-01  1.7063e+00  2.2211e-02  1.4129e-02  1.5158e-02  5.4824e-03 -1.6768e+00 -1.8327e-02 -1.7327e-02 -1.3569e-02 -6.3714e-03
-4.9333e+00     1.6975e+01  2.7843e-01  1.5286e-01  1.7632e-01  6.3817e-02 -2.0389e+01 -3.1855e-01 -1.9450e-01 -2.3158e-01 -9.0075e-02  1.8538e+00  2.4681e-02  1.5381e-02  1.6684e-02  6.0370e-03 -1.8686e+00 -2.1352e-02 -1.9213e-02 -1.5824e-02 -7.2012e-03
-4.9250e+00     1.6837e+01  2.6814e-01  1.6012e-01  1.7951e-01  6.1029e-02 -1.7057e+01 -2.5018e-01 -1.6223e-01 -1.8317e-01 -7.9120e-02  1.9945e+00  2.6954e-02  1.6683e-02  1.8164e-02  6.5563e-03 -2.0244e+00 -2.3718e-02 -2.0696e-02 -1.7549e-02 -7.9050e-03
-4.9167e+00     1.7226e+01  2.7825e-01  1.4881e-01  1.8889e-01  5.6357e-02 -1.6904e+01 -2.4302e-01 -1.6741e-01 -1.8818e-01 -8.0028e-02  2.1362e+00  2.9227e-02  1.7968e-02  1.9697e-02  7.0446e-03 -2.1657e+00 -2.5770e-02 -2.2068e-02 -1.9094e-02 -8.5670e-03
-4.9083e+00     2.8413e+01  4.8956e-01  2.8540e-01  3.0827e-01  1.0973e-01 -1.6517e+01 -2.3718e-01 -1.5015e-01 -1.9059e-01 -6.9783e-02  2.3260e+00  3.2421e-02  1.9774e-02  2.1765e-02  7.7355e-03 -2.3047e+00 -2.7767e-02 -2.3389e-02 -2.0669e-02 -9.1902e-03
-4.9000e+00     3.0812e+01  6.3274e-01  3.2188e-01  3.0105e-01  1.4558e-01 -2.4090e+01 -3.0952e-01 -2.3037e-01 -2.7917e-01 -9.7567e-02  2.5724e+00  3.7090e-02  2.2300e-02  2.4299e-02  8.7976e-03 -2.4736e+00 -3.0041e-02 -2.4971e-02 -2.2623e-02 -9.8863e-03
-4.8917e+00     1.8042e+01  3.5982e-01  1.8545e-01  1.8207e-01  9.1158e-02 -3.0727e+01 -5.0082e-01 -3.2789e-01 -3.1133e-01 -1.6909e-01  2.7756e+00  4.1218e-02  2.4411e-02  2.6309e-02  9.7823e-03 -2.7016e+00 -3.3412e-02 -2.7294e-02 -2.5080e-02 -1.0996e-02
