-5.0000e+00     2.6806e+01  2.6116e-01  1.1081e-01  7.4883e-01 -2.7174e+01 -2.4893e-01 -1.0830e-01 -6.5568e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     4.0938e+01  3.8437e-01  1.7620e-01  1.2365e+00 -2.8731e+01 -2.9550e-01 -1.2403e-01 -7.4848e-01  2.8180e-01  2.6852e-03  1.1939e-03  8.2584e-03 -2.3255e-01 -2.2647e-03 -9.6641e-04 -5.8409e-03
-4.9833e+00     3.3219e+01  3.6287e-01  1.6942e-01  8.7524e-01 -4.0114e+01 -4.2750e-01 -1.7219e-01 -1.0564e+00  5.9027e-01  5.7935e-03  2.6316e-03  1.7043e-02 -5.1892e-01 -5.2721e-03 -2.1986e-03 -1.3349e-02
-4.9750e+00     2.7639e+01  3.8853e-01  1.4984e-01  5.6227e-01 -2.7681e+01 -3.3697e-01 -1.4571e-01 -6.1324e-01  8.4343e-01  8.9191e-03  3.9596e-03  2.3022e-02 -8.0093e-01 -8.4521e-03 -3.5210e-03 -2.0294e-02
-4.9667e+00     2.8804e+01  4.5238e-01  1.6916e-01  4.7900e-01 -2.3780e+01 -3.3259e-01 -1.3195e-01 -4.5547e-01  1.0782e+00  1.2417e-02  5.2865e-03  2.7354e-02 -1.0150e+00 -1.1237e-02 -4.6759e-03 -2.4740e-02
-4.9583e+00     2.8350e+01  4.7045e-01  1.9100e-01  4.3525e-01 -2.7023e+01 -4.0674e-01 -1.5201e-01 -3.7556e-01  1.3160e+00  1.6256e-02  6.7847e-03  3.1157e-02 -1.2263e+00 -1.4313e-02 -5.8571e-03 -2.8196e-02
-4.9500e+00     2.3508e+01  4.0224e-01  1.8070e-01  3.1574e-01 -2.7781e+01 -4.2591e-01 -1.7890e-01 -3.4562e-01  1.5317e+00  1.9886e-02  8.3309e-03  3.4281e-02 -1.4543e+00 -1.7776e-02 -7.2336e-03 -3.1196e-02
-4.9417e+00     1.8482e+01  2.9669e-01  1.5750e-01  2.2357e-01 -2.5720e+01 -4.1466e-01 -1.9907e-01 -3.0290e-01  1.7063e+00  2.2793e-02  9.7377e-03  3.6524e-02 -1.6768e+00 -2.1273e-02 -8.8058e-03 -3.3894e-02
-4.9333e+00     1.6975e+01  2.7174e-01  1.6107e-01  1.7740e-01 -2.0389e+01 -3.1712e-01 -1.6772e-01 -2.2787e-01  1.8538e+00  2.5158e-02  1.1063e-02  3.8192e-02 -1.8686e+00 -2.4317e-02 -1.0332e-02 -3.6102e-02
-4.9250e+00     1.6837e+01  2.8923e-01  1.7030e-01  1.4844e-01 -1.7057e+01 -2.5636e-01 -1.5877e-01 -1.6814e-01  1.9945e+00  2.7491e-02  1.2441e-02  3.9547e-02 -2.0244e+00 -2.6702e-02 -1.1690e-02 -3.7749e-02
