-5.0000e+00     2.3144e+01  1.6040e-01  1.3052e-01  2.1869e-01  2.2778e-01 -2.6370e+01 -1.6053e-01 -1.3183e-01 -2.2601e-01 -2.5631e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     2.3728e+01  1.7429e-01  1.2566e-01  2.2639e-01  2.5360e-01 -2.3731e+01 -1.5693e-01 -1.3133e-01 -1.9579e-01 -2.3851e-01  1.9498e-01  1.3922e-03  1.0656e-03  1.8514e-03  2.0024e-03 -2.0841e-01 -1.3205e-03 -1.0947e-03 -1.7546e-03 -2.0583e-03
-4.9833e+00     2.6469e+01  1.9720e-01  1.3039e-01  2.6923e-01  2.9067e-01 -2.3760e+01 -1.5729e-01 -1.2976e-01 -1.9178e-01 -2.3357e-01  4.0379e-01  2.9375e-03  2.1308e-03  3.9130e-03  4.2664e-03 -4.0596e-01 -2.6276e-03 -2.1808e-03 -3.3668e-03 -4.0220e-03
-4.9750e+00     2.9730e+01  1.9261e-01  1.3687e-01  2.7159e-01  3.1264e-01 -2.4360e+01 -1.6159e-01 -1.3091e-01 -1.9402e-01 -2.3560e-01  6.3756e-01  4.5590e-03  3.2425e-03  6.1627e-03  6.7760e-03 -6.0613e-01 -3.9540e-03 -3.2651e-03 -4.9716e-03 -5.9737e-03
-4.9667e+00     2.7456e+01  1.9405e-01  1.3298e-01  2.2463e-01  2.6973e-01 -3.2116e+01 -2.2854e-01 -1.4929e-01 -3.2259e-01 -3.2375e-01  8.7544e-01  6.1675e-03  4.3650e-03  8.2268e-03  9.1985e-03 -8.4105e-01 -5.5769e-03 -4.4307e-03 -7.1206e-03 -8.3004e-03
-4.9583e+00     2.2901e+01  1.7510e-01  1.2516e-01  1.8721e-01  2.0445e-01 -2.8442e+01 -1.9549e-01 -1.4047e-01 -2.9214e-01 -2.7118e-01  1.0849e+00  7.7030e-03  5.4388e-03  9.9400e-03  1.1171e-02 -1.0930e+00 -7.3408e-03 -5.6360e-03 -9.6777e-03 -1.0775e-02
-4.9500e+00     2.3675e+01  2.0831e-01  1.3629e-01  1.7849e-01  2.0612e-01 -2.7441e+01 -2.0776e-01 -1.4674e-01 -2.5217e-01 -2.5860e-01  1.2787e+00  9.2979e-03  6.5264e-03  1.1461e-02  1.2879e-02 -1.3254e+00 -9.0182e-03 -6.8307e-03 -1.1942e-02 -1.2979e-02
-4.9417e+00     2.2807e+01  2.0670e-01  1.3272e-01  1.6795e-01  1.9597e-01 -2.4677e+01 -2.0586e-01 -1.4691e-01 -1.9757e-01 -2.1672e-01  1.4720e+00  1.1024e-02  7.6454e-03  1.2902e-02  1.4551e-02 -1.5422e+00 -1.0739e-02 -8.0522e-03 -1.3813e-02 -1.4956e-02
-4.9333e+00     2.2318e+01  2.0898e-01  1.2844e-01  1.6447e-01  1.9186e-01 -2.2628e+01 -1.9811e-01 -1.3582e-01 -1.7975e-01 -1.9965e-01  1.6597e+00  1.2753e-02  8.7318e-03  1.4285e-02  1.6165e-02 -1.7390e+00 -1.2419e-02 -9.2283e-03 -1.5382e-02 -1.6688e-02
-4.9250e+00     2.5207e+01  2.4043e-01  1.2688e-01  1.9387e-01  2.2691e-01 -2.2541e+01 -2.1534e-01 -1.2944e-01 -1.7503e-01 -2.0346e-01  1.8574e+00  1.4623e-02  9.7938e-03  1.5776e-02  1.7907e-02 -1.9269e+00 -1.4139e-02 -1.0332e-02 -1.6858e-02 -1.8365e-02
-4.9167e+00     2.8903e+01  2.4923e-01  1.2292e-01  2.5843e-01  2.8016e-01 -2.3631e+01 -2.2306e-01 -1.2034e-01 -1.8814e-01 -2.1883e-01  2.0825e+00  1.6660e-02  1.0833e-02  1.7657e-02  2.0016e-02 -2.1189e+00 -1.5963e-02 -1.1371e-02 -1.8369e-02 -2.0122e-02
