-5.0000e+00     1.7646e+01  2.7117e-01  3.1915e-02  0.0000e+00 -1.2673e+01 -1.9684e-01 -1.9504e-02 -0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     1.3898e+01  1.8785e-01  2.6747e-02  0.0000e+00 -1.0990e+01 -1.6701e-01 -1.7875e-02 -0.0000e+00  1.3121e-01  1.9094e-03  2.4402e-04  0.0000e+00 -9.8432e-02 -1.5135e-03 -1.5549e-04 -0.0000e+00
-4.9833e+00     1.3249e+01  1.8573e-01  2.6922e-02  0.0000e+00 -1.3661e+01 -1.9699e-01 -2.1157e-02 -0.0000e+00  2.4414e-01  3.4634e-03  4.6727e-04  0.0000e+00 -2.0097e-01 -3.0277e-03 -3.1785e-04 -0.0000e+00
-4.9750e+00     1.2273e+01  1.5609e-01  2.4540e-02  0.0000e+00 -2.0892e+01 -2.7549e-01 -2.7477e-02 -0.0000e+00  3.5030e-01  4.8853e-03  6.8133e-04  0.0000e+00 -3.4470e-01 -4.9931e-03 -5.2016e-04 -0.0000e+00
-4.9667e+00     1.8587e+01  1.9638e-01  2.9415e-02  0.0000e+00 -2.1785e+01 -2.9811e-01 -2.7503e-02 -0.0000e+00  4.7867e-01  6.3514e-03  9.0577e-04  0.0000e+00 -5.2222e-01 -7.3791e-03 -7.4886e-04 -0.0000e+00
-4.9583e+00     2.1820e+01  2.3460e-01  3.1594e-02  0.0000e+00 -2.7294e+01 -3.7596e-01 -3.3356e-02 -0.0000e+00  6.4676e-01  8.1442e-03  1.1596e-03  0.0000e+00 -7.2638e-01 -1.0183e-02 -1.0020e-03 -0.0000e+00
-4.9500e+00     2.2155e+01  2.5053e-01  3.1732e-02  0.0000e+00 -1.7881e+01 -2.8595e-01 -1.6825e-02 -0.0000e+00  8.2968e-01  1.0162e-02  1.4230e-03  0.0000e+00 -9.1430e-01 -1.2936e-02 -1.2108e-03 -0.0000e+00
-4.9417e+00     1.6225e+01  2.2385e-01  2.0065e-02  0.0000e+00 -2.1747e+01 -3.5225e-01 -2.1893e-02 -0.0000e+00  9.8933e-01  1.2135e-02  1.6384e-03  0.0000e+00 -1.0791e+00 -1.5591e-02 -1.3718e-03 -0.0000e+00
-4.9333e+00     1.8575e+01  2.6737e-01  2.2704e-02  0.0000e+00 -2.6485e+01 -4.6921e-01 -2.3892e-02 -0.0000e+00  1.1341e+00  1.4179e-02  1.8163e-03  0.0000e+00 -1.2798e+00 -1.9008e-02 -1.5623e-03 -0.0000e+00
-4.9250e+00     2.1487e+01  2.9697e-01  2.5541e-02  0.0000e+00 -1.8698e+01 -3.6536e-01 -1.8611e-02 -0.0000e+00  1.3007e+00  1.6526e-02  2.0170e-03  0.0000e+00 -1.4677e+00 -2.2480e-02 -1.7391e-03 -0.0000e+00
-4.9167e+00     1.8885e+01  3.0523e-01  2.2139e-02  0.0000e+00 -3.4453e+01 -6.7421e-01 -2.4513e-02 -0.0000e+00  1.4687e+00  1.9031e-02  2.2154e-03  0.0000e+00 -1.6888e+00 -2.6804e-02 -1.9185e-03 -0.0000e+00
-4.9083e+00     2.1183e+01  3.9031e-01  2.3351e-02  0.0000e+00 -1.9685e+01 -3.7757e-01 -1.5443e-02 -0.0000e+00  1.6353e+00  2.1925e-02  2.4046e-03  0.0000e+00 -1.9140e+00 -3.1179e-02 -2.0847e-03 -0.0000e+00
-4.9000e+00     4.0811e+01  7.9257e-01  3.3107e-02  0.0000e+00 -1.3042e+01 -1.7772e-01 -1.4623e-02 -0.0000e+00  1.8932e+00  2.6845e-02  2.6394e-03  0.0000e+00 -2.0502e+00 -3.3489e-02 -2.2097e-03 -0.0000e+00
-4.8917e+00     1.3719e+01  2.1627e-01  1.6217e-02  0.0000e+00 -1.6050e+01 -2.4355e-01 -1.8083e-02 -0.0000e+00  2.1201e+00  3.1042e-02  2.8446e-03  0.0000e+00 -2.1712e+00 -3.5242e-02 -2.3458e-03 -0.0000e+00
-4.8833e+00     1.5112e+01  2.1498e-01  2.0853e-02  0.0000e+00 -1.4643e+01 -2.5450e-01 -1.3611e-02 -0.0000e+00  2.2400e+00  3.2836e-02  2.9988e-03  0.0000e+00 -2.2988e+00 -3.7313e-02 -2.4776e-03 -0.0000e+00
-4.8750e+00     1.4791e+01  2.4245e-01  1.7968e-02  0.0000e+00 -1.7270e+01 -2.5868e-01 -1.6743e-02 -0.0000e+00  2.3644e+00  3.4738e-02  3.1603e-03  0.0000e+00 -2.4316e+00 -3.9448e-02 -2.6039e-03 -0.0000e+00
-4.8667e+00     1.7391e+01  2.9050e-01  1.8695e-02  0.0000e+00 -1.5025e+01 -2.1864e-01 -1.3278e-02 -0.0000e+00  2.4982e+00  3.6955e-02  3.3128e-03  0.0000e+00 -2.5659e+00 -4.1433e-02 -2.7288e-03 -0.0000e+00
-4.8583e+00     1.9007e+01  2.4786e-01  2.0307e-02  0.0000e+00 -1.4355e+01 -3.4855e-01 -9.3958e-03 -0.0000e+00  2.6496e+00  3.9195e-02  3.4751e-03  0.0000e+00 -2.6881e+00 -4.3793e-02 -2.8231e-03 -0.0000e+00
-4.8500e+00     7.7390e+00  1.4775e-01  6.6708e-03  0.0000e+00 -1.8889e+01 -4.6874e-01 -1.1564e-02 -0.0000e+00  2.7609e+00  4.0840e-02  3.5873e-03  0.0000e+00 -2.8264e+00 -4.7193e-02 -2.9103e-03 -0.0000e+00
-4.8417e+00     1.0379e+01  2.2391e-01  7.5339e-03  0.0000e+00 -2.0996e+01 -4.4429e-01 -1.2182e-02 -0.0000e+00  2.8363e+00  4.2386e-02  3.6464e-03  0.0000e+00 -2.9923e+00 -5.0991e-02 -3.0090e-03 -0.0000e+00
