957.148476	870.975969
956.034617	913.49098
954.920592	886.42573
953.806402	919.95062
952.692046	973.656545
951.577524	870.328449
950.462837	856.742301
949.347983	930.615613
948.232964	979.803672
947.117779	970.690786
946.002428	896.578632
944.886911	963.67863
943.771227	925.441991
942.655378	900.659381
941.539363	918.446264
940.423182	1019.099669
939.306834	958.482965
938.190321	953.862097
937.073641	933.57112
935.956795	933.432174
934.839783	962.388715
933.722604	917.489864
932.605259	957.627341
931.487748	912.74251
930.37007	939.448007
929.252226	919.180118
928.134216	894.446008
927.016039	965.857867
925.897696	921.005076
924.779186	923.103058
923.660509	871.565584
922.541666	902.718111
921.422656	938.329571
920.303479	893.514127
919.184136	951.450827
918.064626	866.450563
916.94495	953.400223
915.825106	928.701213
914.705096	890.616801
913.584919	952.97425
912.464575	934.980631
911.344064	954.921469
910.223386	907.932563
909.102541	954.636959
907.981529	934.423576
906.86035	947.663123
905.739004	945.292454
904.617491	980.817694
903.49581	884.833181
902.373963	953.783792
901.251948	960.326055
900.129766	931.221498
899.007417	879.850883
897.8849	1013.348059
896.762216	1004.289788
895.639365	948.47822
894.516346	1006.216546
893.39316	939.292218
892.269806	1012.592999
891.146285	981.289973
890.022597	943.321805
888.89874	1021.038092
887.774717	1018.661697
886.650525	994.047777
885.526166	1020.581414
884.401639	1000.420804
883.276945	1020.277043
882.152082	924.557627
881.027052	959.97434
879.901854	1002.045956
878.776489	993.010495
877.650955	992.862375
876.525254	986.051759
875.399384	985.904664
874.273347	1027.940905
873.147141	972.291461
872.020767	923.317129
870.894226	965.343811
869.767516	887.540023
868.640638	976.148349
867.513592	918.329802
866.386378	1026.867751
865.258995	955.753679
864.131444	920.135923
863.003725	979.853927
861.875838	970.841549
860.747782	1019.453095
859.619558	1012.653312
858.491165	963.760254
857.362604	1007.920588
856.233874	965.687413
855.104976	972.186891
853.97591	963.184874
852.846674	943.11608
851.71727	965.110833
850.587698	1026.937067
849.457956	955.971051
848.328046	896.089028
847.197967	968.958969
846.06772	973.238072
844.937303	1019.535782
843.806718	979.581117
842.675964	968.380236
841.545041	1036.763682
840.413949	1010.085776
839.282688	992.255504
838.151258	1067.233437
837.019659	987.540534
835.88789	1020.526989
834.755953	1027.000324
833.623846	971.640056
832.491571	956.039274
831.359126	1117.052165
830.226512	991.070106
829.093728	1019.612394
827.960776	1094.485214
826.827654	984.006961
825.694362	1014.743388
824.560901	994.741012
823.427271	1067.367376
822.293471	1009.878483
821.159502	1022.955394
820.025363	1036.028367
818.891055	1097.585096
817.756577	1015.885709
816.621929	1050.987059
815.487112	1044.220927
814.352125	1026.443446
813.216968	1112.181183
812.081641	1123.024921
810.946145	1107.44522
809.810479	1089.668794
808.674643	1133.526267
807.538637	1120.152579
806.402461	1108.983223
805.266115	1130.817692
804.129599	1192.240294
802.992913	1051.301867
801.856057	1233.665523
800.719031	1248.871995
799.581835	1233.29643
798.444469	1090.237984
797.306932	1279.079779
796.169225	1351.402686
795.031348	1335.820955
793.893301	1307.063377
792.755083	1405.706521
791.616695	1497.731839
790.478137	1497.507691
789.339408	1598.273367
788.200509	1773.6423
787.061439	1799.714104
785.922199	1819.194718
784.782788	1950.569378
783.643206	2024.86617
782.503454	2125.462172
781.363531	2269.890616
780.223438	2458.131806
779.083174	2501.613253
777.942739	2667.841789
776.802133	2663.05868
775.661357	2783.191836
774.520409	2734.569502
