-5.0000e+00     3.2860e+01  1.8179e-01  1.3563e-01 -3.2860e+01 -1.8179e-01 -1.3563e-01  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     2.8388e+01  1.4415e-01  1.0537e-01 -2.8388e+01 -1.4415e-01 -1.0537e-01  2.5478e-01  1.3559e-03  1.0025e-03 -2.5478e-01 -1.3559e-03 -1.0025e-03
-4.9833e+00     2.4713e+01  1.0989e-01  7.5672e-02 -2.4713e+01 -1.0989e-01 -7.5672e-02  4.7566e-01  2.4126e-03  1.7556e-03 -4.7566e-01 -2.4126e-03 -1.7556e-03
-4.9750e+00     2.4149e+01  1.0840e-01  7.8861e-02 -2.4149e+01 -1.0840e-01 -7.8861e-02  6.7892e-01  3.3206e-03  2.3984e-03 -6.7892e-01 -3.3206e-03 -2.3984e-03
-4.9667e+00     2.6425e+01  1.3009e-01  9.0609e-02 -2.6425e+01 -1.3009e-01 -9.0609e-02  8.8929e-01  4.3126e-03  3.1033e-03 -8.8929e-01 -4.3126e-03 -3.1033e-03
-4.9583e+00     2.5878e+01  1.2861e-01  8.9815e-02 -2.5878e+01 -1.2861e-01 -8.9815e-02  1.1069e+00  5.3888e-03  3.8538e-03 -1.1069e+00 -5.3888e-03 -3.8538e-03
-4.9500e+00     2.5178e+01  1.2053e-01  9.3948e-02 -2.5178e+01 -1.2053e-01 -9.3948e-02  1.3192e+00  6.4251e-03  4.6183e-03 -1.3192e+00 -6.4251e-03 -4.6183e-03
-4.9417e+00     2.7246e+01  1.2084e-01  1.1548e-01 -2.7246e+01 -1.2084e-01 -1.1548e-01  1.5373e+00  7.4291e-03  5.4894e-03 -1.5373e+00 -7.4291e-03 -5.4894e-03
-4.9333e+00     2.6647e+01  1.1241e-01  1.2382e-01 -2.6647e+01 -1.1241e-01 -1.2382e-01  1.7615e+00  8.3994e-03  6.4848e-03 -1.7615e+00 -8.3994e-03 -6.4848e-03
-4.9250e+00     2.1440e+01  7.7616e-02  1.1445e-01 -2.1440e+01 -7.7616e-02 -1.1445e-01  1.9615e+00  9.1899e-03  7.4759e-03 -1.9615e+00 -9.1899e-03 -7.4759e-03
-4.9167e+00     2.0620e+01  7.8245e-02  1.0826e-01 -2.0620e+01 -7.8245e-02 -1.0826e-01  2.1365e+00  9.8382e-03  8.4023e-03 -2.1365e+00 -9.8382e-03 -8.4023e-03
-4.9083e+00     2.2656e+01  8.2737e-02  1.0468e-01 -2.2656e+01 -8.2737e-02 -1.0468e-01  2.3165e+00  1.0508e-02  9.2881e-03 -2.3165e+00 -1.0508e-02 -9.2881e-03
-4.9000e+00     2.7172e+01  9.6546e-02  1.0898e-01 -2.7172e+01 -9.6546e-02 -1.0898e-01  2.5238e+00  1.1254e-02  1.0177e-02 -2.5238e+00 -1.1254e-02 -1.0177e-02
-4.8917e+00     3.0938e+01  1.0144e-01  1.1337e-01 -3.0938e+01 -1.0144e-01 -1.1337e-01  2.7655e+00  1.2077e-02  1.1102e-02 -2.7655e+00 -1.2077e-02 -1.1102e-02
-4.8833e+00     2.4358e+01  6.8205e-02  9.1231e-02 -2.4358e+01 -6.8205e-02 -9.1231e-02  2.9955e+00  1.2783e-02  1.1953e-02 -2.9955e+00 -1.2783e-02 -1.1953e-02
-4.8750e+00     1.8722e+01  5.1947e-02  7.3376e-02 -1.8722e+01 -5.1947e-02 -7.3376e-02  3.1747e+00  1.3283e-02  1.2638e-02 -3.1747e+00 -1.3283e-02 -1.2638e-02
-4.8667e+00     1.8859e+01  5.4183e-02  7.7052e-02 -1.8859e+01 -5.4183e-02 -7.7052e-02  3.3310e+00  1.3724e-02  1.3263e-02 -3.3310e+00 -1.3724e-02 -1.3263e-02
-4.8583e+00     3.1280e+01  8.3822e-02  1.6566e-01 -3.1280e+01 -8.3822e-02 -1.6566e-01  3.5396e+00  1.4298e-02  1.4273e-02 -3.5396e+00 -1.4298e-02 -1.4273e-02
