-5.0000e+00     1.7646e+01  2.4726e-01  1.4713e-01 -1.2673e+01 -2.4588e-01 -8.6545e-02  0.0000e+00  0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00 -0.0000e+00
-4.9917e+00     1.3898e+01  2.4040e-01  8.7907e-02 -1.0990e+01 -2.2203e-01 -6.8329e-02  1.3121e-01  2.0286e-03  9.7771e-04 -9.8432e-02 -1.9464e-03 -6.4424e-04
-4.9833e+00     1.3249e+01  2.4808e-01  8.4258e-02 -1.3661e+01 -2.5253e-01 -7.1720e-02  2.4414e-01  4.0605e-03  1.6939e-03 -2.0097e-01 -3.9204e-03 -1.2268e-03
-4.9750e+00     1.2273e+01  2.2071e-01  6.7975e-02 -2.0892e+01 -3.2420e-01 -8.9635e-02  3.5030e-01  6.0106e-03  2.3271e-03 -3.4470e-01 -6.3195e-03 -1.8980e-03
-4.9667e+00     1.8587e+01  2.6227e-01  8.4590e-02 -2.1785e+01 -3.7918e-01 -9.9720e-02  4.7867e-01  8.0197e-03  2.9617e-03 -5.2222e-01 -9.2454e-03 -2.6857e-03
-4.9583e+00     2.1820e+01  3.3454e-01  1.0248e-01 -2.7294e+01 -5.8309e-01 -1.2293e-01  6.4676e-01  1.0502e-02  3.7399e-03 -7.2638e-01 -1.3248e-02 -3.6118e-03
-4.9500e+00     2.2155e+01  4.0089e-01  1.0332e-01 -1.7881e+01 -3.6314e-01 -9.3253e-02  8.2968e-01  1.3561e-02  4.5960e-03 -9.1430e-01 -1.7184e-02 -4.5111e-03
-4.9417e+00     1.6225e+01  3.4385e-01  7.5394e-02 -2.1747e+01 -3.1607e-01 -9.9763e-02  9.8933e-01  1.6659e-02  5.3394e-03 -1.0791e+00 -2.0010e-02 -5.3140e-03
-4.9333e+00     1.8575e+01  3.3958e-01  9.0300e-02 -2.6485e+01 -2.6334e-01 -1.2720e-01  1.1341e+00  1.9502e-02  6.0287e-03 -1.2798e+00 -2.2420e-02 -6.2581e-03
-4.9250e+00     2.1487e+01  3.0310e-01  9.4262e-02 -1.8698e+01 -1.5976e-01 -1.0930e-01  1.3007e+00  2.2176e-02  6.7964e-03 -1.4677e+00 -2.4180e-02 -7.2418e-03
-4.9167e+00     1.8885e+01  1.8031e-01  1.1133e-01 -3.4453e+01 -1.9027e-01 -1.1681e-01  1.4687e+00  2.4186e-02  7.6516e-03 -1.6888e+00 -2.5636e-02 -8.1824e-03
-4.9083e+00     2.1183e+01  1.4681e-01  1.1213e-01 -1.9685e+01 -1.3136e-01 -8.1356e-02  1.6353e+00  2.5547e-02  8.5811e-03 -1.9140e+00 -2.6974e-02 -9.0067e-03
-4.9000e+00     4.0811e+01  2.0125e-01  1.4263e-01 -1.3042e+01 -1.0928e-01 -3.5264e-02  1.8932e+00  2.6995e-02  9.6408e-03 -2.0502e+00 -2.7975e-02 -9.4918e-03
-4.8917e+00     1.3719e+01  1.0354e-01  4.8553e-02 -1.6050e+01 -1.6332e-01 -4.6641e-02  2.1201e+00  2.8263e-02  1.0436e-02 -2.1712e+00 -2.9109e-02 -9.8325e-03
-4.8833e+00     1.5112e+01  1.2451e-01  4.5629e-02 -1.4643e+01 -1.4265e-01 -4.7876e-02  2.2400e+00  2.9212e-02  1.0828e-02 -2.2988e+00 -3.0382e-02 -1.0226e-02
-4.8750e+00     1.4791e+01  1.2013e-01  4.5052e-02 -1.7270e+01 -1.5651e-01 -5.2528e-02  2.3644e+00  3.0229e-02  1.1205e-02 -2.4316e+00 -3.1626e-02 -1.0643e-02
-4.8667e+00     1.7391e+01  1.3991e-01  5.3622e-02 -1.5025e+01 -1.2929e-01 -5.0487e-02  2.4982e+00  3.1311e-02  1.1616e-02 -2.5659e+00 -3.2815e-02 -1.1072e-02
-4.8583e+00     1.9007e+01  1.4492e-01  5.6535e-02 -1.4355e+01 -1.3347e-01 -4.8867e-02  2.6496e+00  3.2496e-02  1.2074e-02 -2.6881e+00 -3.3908e-02 -1.1485e-02
-4.8500e+00     7.7390e+00  8.4932e-02  4.1083e-02 -1.8889e+01 -1.5686e-01 -5.1917e-02  2.7609e+00  3.3452e-02  1.2480e-02 -2.8264e+00 -3.5116e-02 -1.1904e-02
